ID;JP;JP_KANA;RU;
649;事実;じじつ;факт, реальность, действительность, на самом деле
650;支出;ししゅつ;расходы, издержки
651;事情;じじょう;обстоятельства, положение дел
652;詩人;しじん;поэт
653;自身;じしん;сам, само
654;沈む;しずむ;тонуть, погружаться, закатываться (о солнце), хандрить
655;自然;しぜん;природа, натуральный, самопроизвольный
656;思想;しそう;идея, мысль, концепция, понятие
657;舌;した;язык (орган)
658;次第;しだい;порядок, последовательность, причина, как только, сразу же после
659;事態;じたい;обстановка, положение дел, ситуация
660;従う;したがう;следовать, сопровождать, подчиняться
661;;したがって;следовательно, поэтому
662;親しい;したしい;дружеский, близкий, задушевный
663;質;しつ;качество, характер (человека)
664;失業;しつぎょう;безработица
665;実験;じっけん;эксперимент, опыт, испытание
666;実現;じつげん;осуществление, реализация, материализация
667;実行;じっこう;исполнение, реализация, осуществление
668;実際;じっさい;действительность, факт, практика
669;実施;じっし;осуществление, претворение в жизнь
670;;じっと;спокойно, тихо, не двигаясь, терпеливо
671;実に;じつに;на самом деле, действительно
672;実は;じつは;по правде говоря
673;失望;しつぼう;отчаяние, разочарование
674;支店;してん;отделение, филиал
675;指導;しどう;руководство, руководить
676;自動;じどう;автоматический, самодвижущийся
677;品;しな;вещь, товар, сорт, качество
678;支配;しはい;управление, руководство, доминирование
679;芝居;しばい;спектакль, пьеса, театральное представление
680;;しばしば;часто, снова и снова
681;芝生;しばふ;газон, лужайка
682;支払;しはらい;уплата, выплата, платеж
683;支払う;しはらう;платить, оплачивать
684;死亡;しぼう;смерть, кончина
685;資本;しほん;капитал
686;終わり;おわり;конец, окончание, финал
687;姉妹;しまい;сестры
688;仕舞う;しまう;заканчивать, убирать, прятать, закрывать (напр., магазин)
689;;しまった;черт возьми! тьфу! (разг.)
690;自慢;じまん;самодовольство, тщеславие, хвастовство
691;事務;じむ;дела, служба, офисная работа
692;示す;しめす;указывать на что-то, показывать, обозначать
693;占める;しめる;занимать (место, позицию, положение)
694;下;しも;низ, нижний, нижнее течение, народ, подчиненные, нижняя часть тела
695;霜;しも;иней, изморозь, мороз (обр.)
696;借金;しゃっきん;долг, заём
697;;しゃべる;говорить, болтать
698;州;しゅう;провинция (в Японии), штат, область
699;銃;じゅう;ружье, винтовка, стрелковое оружие
700;周囲;しゅうい;окружность, обхват, окружение, условия
701;収穫;しゅうかく;урожай, жатва, (обр.) плоды, результаты
702;週間;しゅうかん;неделя
703;宗教;しゅうきょう;религия
704;重視;じゅうし;серьезно смотреть, придавать большое значение
705;就職;しゅうしょく;трудоустройство, поступление на службу
706;修正;しゅうせい;поправка, исправление, ревизия
707;渋滞;じゅうたい;задержка, застой, транспортная пробка
708;重大;じゅうだい;серьезный, важный, ответственный
709;住宅;じゅうたく;квартира, жилой дом, жилище
710;集団;しゅうだん;группа, коллектив
711;集中;しゅうちゅう;концентрация, сосредоточение, централизация
712;収入;しゅうにゅう;доход, приход, поступления
713;住民;じゅうみん;жители, население
714;重要;じゅうよう;важный, серьезный
715;修理;しゅうり;ремонт, починка
716;主義;しゅぎ;принцип, идея, курс, система
717;宿泊;しゅくはく;ночевка, размещение (напр., в гостинице)
718;手術;しゅじゅつ;хирургическая операция
719;首相;しゅしょう;премьер-министр
720;手段;しゅだん;средство, мера
721;主張;しゅちょう;утверждение, требование, претензия
722;出身;しゅっしん;происходить, быть родом, быть выходцем
723;出席;しゅっせき;посещение (занятий), присутствие
724;出版;しゅっぱん;публикация, издание, выпуск
725;首都;しゅと;столица
726;主婦;しゅふ;домохозяйка, хозяйка
727;主要;しゅよう;главный, наиважнейший
728;需要;じゅよう;спрос, потребление
729;種類;しゅるい;вид, род, сорт, тип
730;順;じゅん;порядок, последовательность, очередь
731;瞬間;しゅんかん;миг, мгновение, момент
732;順調;じゅんちょう;благоприятный (ход, течение)
733;順番;じゅんばん;очередность, порядок, последовательность
734;使用;しよう;употребление, использование, применение
735;小;しょう;малый, мелкий, младший
736;章;しょう;глава (книги), значок, эмблема
737;賞;しょう;награда, приз, премия
738;上;じょう;верх, верхняя часть, первый том, верхний
739;障害;しょうがい;препятствие, помеха, повреждение, неисправность
740;奨学金;しょうがくきん;стипендия
741;乗客;じょうきゃく;пассажир
742;上京;じょうきょう;приезд в столицу (Токио)
743;状況;じょうきょう;ситуация, обстановка, положение дел
744;条件;じょうけん;условие, договоренность
745;正午;しょうご;полдень
746;正直;しょうじき;честность, прямота
747;常識;じょうしき;здравый смысл, общепринятое мнение
748;少女;しょうじょ;девушка
749;少々;しょうしょう;немного, чуть-чуть
750;症状;しょうじょう;состояние больного, симптомы
751;生じる;しょうじる;возникать, происходить, порождать, вызывать
752;状態;じょうたい;состояние, положение, условия (жизни, климатические) 
753;上達;じょうたつ;продвижение, успехи (в учебе)
754;冗談;じょうだん;шутка
755;上等;じょうとう;первосортный, высококачественный, отборный
756;衝突;しょうとつ;столкновение (автомобилей), коллизия, конфликт, схватка (воен.)
757;商人;しょうにん;купец, торговец
758;承認;しょうにん;одобрение, признание, согласие
759;少年;しょうねん;мальчик, подросток, малолетний
760;商売;しょうばい;торговля, бизнес, профессия
761;消費;しょうひ;расходование, потребление
762;商品;しょうひん;товар(ы)
763;消防;しょうぼう;пожарная охрана
764;情報;じょうほう;информация, сведения
765;証明;しょうめい;доказательство, подтверждение, свидетельство
766;女王;じょおう;королева, ферзь
767;職;しょく;профессия, должность, место работы
768;職業;しょくぎょう;занятие, профессия
769;食事;しょくじ;принятие пищи, еда
770;食卓;しょくたく;обеденный стол
771;植物;しょくぶつ;растение, растительность, флора
772;食物;しょくもつ;еда, пища
773;食欲;しょくよく;аппетит (к еде)
774;食料;しょくりょう;еда, продукты, питание
775;食糧;しょくりょう;продовольствие, провиант
776;書斎;しょさい;рабочий кабинет
777;女子;じょし;женщина
778;助手;じょしゅ;ассистент, помощник
779;徐々に;じょじょに;медленно, постепенно
780;署名;しょめい;подпись, автограф
781;書物;しょもつ;книга
782;女優;じょゆう;актриса
783;処理;しょり;обработка, лечение, принятие мер
784;書類;しょるい;документы, бумаги
785;知らせ;しらせ;извещение, уведомление, объявление
786;尻;しり;зад, ягодицы, конец, низ
787;印;しるし;знак, символ, эмблема, признак, свидетельство
788;城;しろ;замок, крепость, цитадель
789;進学;しんがく;повышение образовательного уровня
790;神経;しんけい;нервы, нервный, чувствительный
791;真剣;しんけん;серьезный, всерьёз, настоящий меч
792;信仰;しんこう;религиозная вера, исповедовать, верить
793;信号;しんごう;светофор, сигнал, сигнализация
794;人工;じんこう;человеческий труд, умение, искусственный
795;深刻;しんこく;глубокий, серьезный, острый
796;診察;しんさつ;медицинский осмотр, приём у врача
797;人種;じんしゅ;раса (людей)
798;信じる;しんじる;верить, доверять, быть уверенным
799;人生;じんせい;(человеческая) жизнь
800;親戚;しんせき;родственник, родня
801;新鮮;しんせん;свежий
802;心臓;しんぞう;сердце (анат.)
803;身体;しんたい;тело (человека)
804;身長;しんちょう;рост (человека)
805;慎重;しんちょう;осмотрительность, осторожность
806;審判;しんぱん;суд, судейство (спорт.)
807;人物;じんぶつ;человек, индивидуальность, персонаж, талантливый человек
808;進歩;しんぽ;прогресс
809;親友;しんゆう;близкий друг
810;信用;しんよう;доверие, репутация, надежность
811;信頼;しんらい;доверие
812;心理;しんり;душевное состояния, психология
813;人類;じんるい;человечество
814;巣;す;гнездо, улей, берлога, нора, паутина, притон (перен.)
815;図;ず;чертеж, план, схема, расчет
816;水準;すいじゅん;уровень воды, уровень, степень
817;推薦;すいせん;рекомендация
818;;スイッチ;переключатель, выключатель
819;随分;ずいぶん;порядком, очень
820;睡眠;すいみん;сон
821;数;すう;цифра, число, результат, принцип, несколько (в сочет.)
822;数字;すうじ;цифра
823;;スープ;суп
824;末;すえ;конец, окончание, в конечное счете, пустяки, мелочи, будущее
825;姿;すがた;фигура, вид, образ, поза, состояние, положение
826;;スキー;лыжи
827;空く;すく;быть пустым, становиться пустым
828;救う;すくう;спасать, выручать, помогать
829;優れる;すぐれる;превосходить, быть выше
830;;スケート;коньки, катание на коньках
831;少しも;すこしも;нисколько, ничуть, совсем (с отриц.)
832;過ごす;すごす;проводить (время), превышать, переходить предел
833;筋;すじ;мускул, мышца, вена, волокно, борозда, источник, сч. суф. для линий, канатов и т.п.
834;進める;すすめる;продвигать, передвигать вперед, развивать, повышать
835;勧める;すすめる;советовать, рекомендовать, предлагать, убеждать
836;;スター;звезда (экрана)
837;;スタイル;стиль, мода, фасон, прическа
838;;スタンド;подставка, стойка, трибуны, буфет, закусочная (где едят стоя)
839;頭痛;ずつう;головная боль, заботы (обр.)
840;;ずっと;гораздо более, далеко, прямо, все время, сплошь
841;;すてき;замечательный, чудесный
842;既に;すでに;уже, вот-вот совсем
843;;すなわち;то есть, а именно
844;;スピーチ;речь
845;全て;すべて;все, всё, полностью, целиком
846;済ませる;すませる;заканчиваться, завершаться
#847;角;すみ;угол (внутренний)
848;為る;する;делать, совершать
849;;すると;тогда, вслед за этим, в таком случае, значит
850;鋭い;するどい;острый
