ID;JP;JP_KANA;RU;
615;;マーケット;рынок
616;;マイク;микрофон
617;迷子;まいご;потерявшийся ребенок
618;任せる;まかせる;поручать, доверять, оставлять усмотрение
619;幕;まく;занавес, действие, акт, случай, дело
620;負け;まけ;поражение, проигрыш
621;孫;まご;внук, внучка
622;;まさか;Не может быть! Что вы! вряд ли, едва(с отриц.)
623;;まさに;как раз, точно, ровно, именно
624;真面目;まじめ;серьёзный, честный, порядочный, добросовестный
625;増す;ます;увеличивать(ся), прибавлять(ся), возрастать
626;貧しい;まずしい;бедный, нуждающийся, недостаточный, скромный
627;;マスター;мастер
628;;ますます;всё больше и больше, еще больше
629;街;まち;город, квартал, улица
630;間違い;まちがい;ошибка, происшествие, недоразумение, конфликт
631;松;まつ;сосна
632;真っ赤;まっか;ярко красный, пунцовый
633;真っ直ぐ;まっすぐ;прямо
634;全く;まったく;совершенно, абсолютно, всецело, вполне, действительно
635;学ぶ;まなぶ;учиться, изучать
636;真似;まね;подражание, симуляция, поведение
637;招く;まねく;приглашать, манить, звать, вызывать, увлекать за собой
638;;ママ;мама
639;豆;まめ;бобы, горох
640;守る;まもる;защищать, охранять, соблюдать, выполнять, держать слово
641;円・丸;まる;круг
642;;まるで;совершенно, совсем
643;回す;まわす;вертеть, крутить, вращать, рассылать, передавать
644;回り;まわり;вращение, окружность, оборот, край, бордюр, объезд, через, путём
645;万一;まんいち;чего доброго, крайний (случай)
646;満足;まんぞく;удовлетворение, удовлетворенность, достаточность
647;身;み;тело, сам человек, душа, ум, положение, мякоть, клинок
648;実;み;семя, плод, фрукт, суть, содержание
649;見送り;みおくり;проводы, провожающий
650;味方;みかた;сторонник, союзник, друг
651;見事;みごと;прекрасный, восхитительный
652;;ミス;промах, ошибка, неудача, мисс, девушка
653;満ちる;みちる;наполняться, становиться полным, истекать (о сроке)
654;密;みつ;тесный, близкий, густой, плотный, подробный, тщательный, секретный
655;認める;みとめる;признавать, одобрять, разрешать, обнаруживать, полагать
656;皆;みんな;все, всё
657;都;みやこ;столица
658;妙;みょう;чудо, тайна, странное, необычное
659;明後日;みょうごにち;послезавтра
660;未来;みらい;будущее
661;魅力;みりょく;очарование, обаяние, привлекательность
662;;ミルク;молоко
663;無;む;ничто, ничего
664;向かい;むかい;напротив, противоположный
665;迎え;むかえ;встреча, встречающий
666;向く;むく;быть обращенным (на что-то), поворачиваться, годиться, подходить
667;向ける;むける;поворачивать, посылать, направлять, предназначать
668;無視;むし;игнорирование, не считаться, не обращать внимания
669;虫歯;むしば;испорченный зуб, кариес
670;寧ろ;むしろ;скорее, предпочтительнее, более вероятно
671;結ぶ;むすぶ;связывать, завязывать, соединять, присоединять, заключать (договор)
672;無駄;むだ;бесполезность, напрасность, тщетность
673;夢中;むちゅう;не помнить себя, быть как во сне, увлечься, без памяти
674;胸;むね;грудь, сердце, душа
675;無料;むりょう;бесплатный
676;芽;め;росток, всходы, почка, бутон, побег
677;明確;めいかく;ясность, определенность
678;命じる;めいじる;приказывать, распоряжаться, назначать (на должность)
679;名人;めいじん;мастер (своего дела)
680;命令;めいれい;приказ, распоряжение, указ
681;迷惑;めいわく;беспокойство, неудобство, тягость
682;飯;めし;варенный рис, пища, еда, пропитание
683;滅多に;めったに;почти никогда, редко (с отриц.)
684;;メモ;примечание, заметка, сообщение, записная книжка
685;面;めん;лицо, маска, поверхность, сторона, грань, аспект
686;綿;めん;хлопок
687;免許;めんきょ;лицензия, разрешение, свидетельство
688;面倒;めんどう;беспокойство, затруднение
689;;メンバー;участник
690;申し込む;もうしこむ;подавать заявку, заявлять, заказывать
691;申し訳;もうしわけ;извинение, оправдание
692;毛布;もうふ;одеяло
693;燃える;もえる;гореть, пылать
694;目的;もくてき;цель, задача
695;目標;もくひょう;знак, отметка, цель, объект
696;木曜;もくよう;(сокр.) четверг
697;文字;もじ・もんじ;буква, письменный знак, иероглиф, письменность, алфавит
698;;もしも;если, в случае
699;持ち上げる;もちあげる;поднимать, превозносить
700;用いる;もちいる;пользоваться, употреблять, принимать, нанимать
701;最も;もっとも;самый, наиболее
702;尤も;もっとも;правильный, резонный, обоснованный, впрочем
703;元・基・素;もと;начало, исток, основа, корень, материал
704;戻す;もどす;возвращать, отдавать обратно, класть на свое место, поворачивать назад, отклонять
705;基づく;もとづく;основываться, базироваться
706;求める;もとめる;требовать, просить, искать, покупать
707;者;もの;человек, некто, тот кто
708;物音;ものおと;шум, звук
709;物語;ものがたり;рассказ, история, повествование, легенда
710;物事;ものごと;дела, вещи, обстоятельства
711;模様;もよう;узор, рисунок, состояние дел, ситуация, признаки
712;貰う;もらう;получать, взять, брать
713;文句;もんく;слова, выражение, фраза, жалобы, недовольство, претензии
714;;やがて;скоро, вскоре, почти
715;役;やく;служба, должность, обязанности, роль
716;約;やく;обещание, сокращение, приблизительно
717;訳;やく;перевод (с иностранного языка)
718;役割;やくわり;роль, распределение ролей
719;家賃;やちん;квартирная плата
720;厄介;やっかい;хлопоты, заботы, обременение, помощь, иждивение
721;宿;やど;гостиница, ночлег, дом, квартира
722;雇う;やとう;нанимать, принимать на работу
723;屋根;やね;крыша, кровля
724;;やはり;всё-таки, все ещё, также, тоже
725;破る;やぶる;разбивать, рвать, разрушать, прорывать, взламывать, нарушать
726;辞める;やめる;уходить в отставку, увольняться
727;;やや;до некоторой степени, немного, изрядно
728;唯一;ゆいいつ;единственный, уникальный
729;勇気;ゆうき;мужество, храбрость, смелость, доблесть
730;有効;ゆうこう;действительный, имеющий силу, эффективный
731;優秀;ゆうしゅう;совершенство, превосходство
732;優勝;ゆうしょう;победа (в конкурсе, спорте)
733;友情;ゆうじょう;дружба, дружеские чувства
734;友人;ゆうじん;друг
735;有能;ゆうのう;способный, умеющий, знающий, компетентный
736;郵便;ゆうびん;почта
737;夕べ;ゆうべ;вечер, вечером, вчера вечером
738;;ユーモア;юмор
739;有利;ゆうり;выгодный, полезный, благоприятный
740;床;ゆか;пол
741;愉快;ゆかい;приятный, веселый
742;輸出;ゆしゅつ;экспорт, вывоз
743;譲る;ゆずる;отдавать, передавать, уступать (дорогу, место, в споре), идти на компромисс, откладывать
744;豊か;ゆたか;обильный, богатый
745;輸入;ゆにゅう;импорт, ввоз
746;許す;ゆるす;разрешать, позволять, прощать, извинять, освобождать, доверить
747;夜明け;よあけ;рассвет
748;様;よう;такой как, похожий
749;酔う;よう;опьянеть, напиться, страдать от качки, отравиться
750;容易;ようい;легкость, простота
751;陽気;ようき;погода, сезон, оживленность, жизнерадостность
752;要求;ようきゅう;требование, запрос, необходимость
753;用心;ようじん;осторожность, бдительность
754;様子;ようす;положение вещей, обстоятельства, вид, облик, поведение, признак
755;要するに;ようするに;одним словом, короче говоря, по существу
756;要素;ようそ;важный элемент, существенный фактор, неотъемлемая часть
757;要点;ようてん;главный момент, основное содержание, суть
758;曜日;ようび;день недели
759;;ヨーロッパ;Европа
760;予期;よき;ожидания, надежды, предвкушения, предвидение
761;横切る;よこぎる;пересекать, переходить
762;予算;よさん;бюджет, смета
763;止す;よす;прекратить, бросить, отказаться от намерения
764;予測;よそく;предположения, предсказания, прогноз, предварительный расчет
765;;ヨット;яхта
766;夜中;よなか;полночь, поздняя ночь
767;世の中;よのなか;мир, свет, общество, жизнь, времена
768;余分;よぶん;излишек, избыток
769;予報;よほう;прогноз, предсказание
770;予防;よぼう;предупреждение, предотвращение, предохранение, профилактика
771;読み;よみ;чтение
772;嫁;よめ;невеста, молодая жена, невестка, сноха
773;余裕;よゆう;свобода действий, возможности, достаток, излишек, широта взглядов
774;喜び;よろこび;радость, поздравление
775;宜しい;よろしい;хороший, хорошо
776;宜しく;よろしく;хорошо, привет
777;来;らい;следующий, начиная с
778;;ライター;зажигалка, писатель
779;楽;らく;удобство, приятность, легкость
780;;ラケット;ракетка (для наст. тенниса)
781;利益;りえき;прибыль, доход, выгода, польза
782;理解;りかい;понимание
783;陸;りく;суша, земля, материк
784;利口;りこう;умный
785;離婚;りこん;развод, расторжение брака
786;理想;りそう;идеал
787;率;りつ;соотношение, процент, коэффициент, индекс, показатель
788;立派;りっぱ;прекрасный, превосходный, порядочный, приличный, честный, законный
789;留学;りゅうがく;обучение за границей
790;流行;りゅうこう;мода
791;量;りょう;количество, объем, вес, доза
792;両替;りょうがえ;размен, обмен (валюты)
793;料金;りょうきん;плата
794;例;れい;пример, прецедент, обыкновение
795;礼;れい;поклон, приветствие, вежливость, учтивость, церемония, благодарность
796;礼儀;れいぎ;манеры, правила приличия, этикет
797;冷静;れいせい;хладнокровие, спокойствие, сдержанность
798;列;れつ;ряд, шеренга, колонная, очередь
799;列車;れっしゃ;поезд
800;連想;れんそう;ассоциация (идей)
801;連続;れんぞく;продолжение, последовательность, непрерывный (в соч.) 
802;老人;ろうじん;пожилой человек, старик
803;労働;ろうどう;работа, физический труд
804;;ロケット;ракета, медальон, кулон
805;論じる;ろんじる;рассматривать, трактовать, принимать во внимание
806;論争;ろんそう;спор, дискуссия, полемика
807;論文;ろんぶん;статья, сочинение, трактат, диссертация
808;輪;わ;кольцо, круг, колесо, обруч, звено, виток
809;;わがまま;своенравие, эгоизм, каприз, произвол
810;別れ;わかれ;отделение, ответвление, развилка, расставание, разлука
811;脇;わき;бок, боковая сторона, другое, отдельное, подмышка
812;分ける;わける;делить, разъединять, разделять
813;;わざと;нарочно, намеренно, специально
814;僅か;わずか;всего лишь, только, немного
815;綿;わた;вата, хлопок
816;話題;わだい;тема (разговора)
817;笑い;わらい;смех
818;割る;わる;делить, разделять, ломать, расщеплять, разбивать, разбавлять (водой)
819;悪口;わるくち;брань, злословие
820;我々;われわれ;мы
821;湾;わん;бухта, залив
